schema_name,table_name,column_name,runtime_status,read_usage,write_usage,filter_usage,relation_usage,legacy_fallback,code_references,confidence,notes
public,club_closure_periods,ends_on,ACTIVE_READ_ONLY,yes,no,no,no,no,src/lib/events/eventLoader.js,High,
public,club_closure_periods,applies_to_all,ACTIVE_READ_ONLY,yes,no,no,no,no,src/lib/events/eventLoader.js,High,
public,club_closure_periods,team_season_id,ACTIVE_READ_ONLY,yes,no,yes,yes,no,src/lib/events/eventLoader.js,High,
public,club_closure_periods,is_active,ACTIVE_READ_ONLY,yes,no,yes,no,no,src/lib/events/eventLoader.js,High,
public,club_closure_periods,created_at,ACTIVE_READ_ONLY,yes,no,no,no,no,src/lib/events/eventLoader.js,High,
public,club_closure_periods,updated_at,ACTIVE_READ_ONLY,yes,no,no,no,no,src/lib/events/eventLoader.js,High,
public,club_contacts,id,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js; src/app/(website)/kontakt/page.js,High,
public,club_contacts,category,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js; src/app/(website)/kontakt/page.js,High,
public,club_contacts,role_key,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js; src/app/(website)/kontakt/page.js,High,
public,club_contacts,role_de,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js; src/app/(website)/kontakt/page.js,High,
public,club_contacts,role_en,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js; src/app/(website)/kontakt/page.js,High,
public,club_contacts,contact_name,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js; src/app/(website)/kontakt/page.js,High,
public,club_contacts,email,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js; src/app/(website)/kontakt/page.js,High,
public,club_contacts,phone,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js; src/app/(website)/kontakt/page.js,High,
public,club_contacts,image_url,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js; src/app/(website)/kontakt/page.js,High,
public,club_contacts,is_public,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js; src/app/(website)/kontakt/page.js,High,
public,club_contacts,is_active,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js; src/app/(website)/kontakt/page.js,High,
public,club_contacts,sort_order,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js; src/app/(website)/kontakt/page.js,High,
public,club_contacts,created_at,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js; src/app/(website)/kontakt/page.js,High,
public,club_contacts,updated_at,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js; src/app/(website)/kontakt/page.js,High,
public,club_history_images,id,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js; src/app/(website)/fussball/vereinsgeschichte/page.js,High,
public,club_history_images,club_history_page_id,ACTIVE_READ_WRITE,yes,yes,yes,yes,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js; src/app/(website)/fussball/vereinsgeschichte/page.js,High,
public,club_history_images,image_url,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js; src/app/(website)/fussball/vereinsgeschichte/page.js,High,
public,club_history_images,image_path,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js; src/app/(website)/fussball/vereinsgeschichte/page.js,High,
public,club_history_images,alt_text_de,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js; src/app/(website)/fussball/vereinsgeschichte/page.js,High,
public,club_history_images,caption_de,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js; src/app/(website)/fussball/vereinsgeschichte/page.js,High,
public,club_history_images,sort_order,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js; src/app/(website)/fussball/vereinsgeschichte/page.js,High,
public,club_history_images,is_active,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js; src/app/(website)/fussball/vereinsgeschichte/page.js,High,
public,club_history_images,created_at,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js; src/app/(website)/fussball/vereinsgeschichte/page.js,High,
public,club_history_images,updated_at,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js; src/app/(website)/fussball/vereinsgeschichte/page.js,High,
public,club_history_images,alt_text_en,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js; src/app/(website)/fussball/vereinsgeschichte/page.js,High,
public,club_history_images,caption_en,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js; src/app/(website)/fussball/vereinsgeschichte/page.js,High,
public,club_history_milestones,id,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js,High,
public,club_history_milestones,club_history_page_id,ACTIVE_READ_WRITE,yes,yes,yes,yes,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js,High,
public,club_history_milestones,milestone_year,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js,High,
public,club_history_milestones,title_de,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js,High,
public,club_history_milestones,description_de,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js,High,
public,club_history_milestones,sort_order,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js,High,
public,club_history_milestones,is_active,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js,High,
public,club_history_milestones,created_at,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js,High,
public,club_history_milestones,updated_at,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js,High,
public,club_history_milestones,title_en,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js,High,
public,club_history_milestones,description_en,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js,High,
public,club_history_milestones,milestone_year_to,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js,High,
public,club_history_milestones,milestone_year_until,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js,High,
public,club_history_pages,id,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js; src/app/(website)/fussball/vereinsgeschichte/page.js,High,
public,club_history_pages,page_key,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js; src/app/(website)/fussball/vereinsgeschichte/page.js,High,
public,club_history_pages,title_de,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js; src/app/(website)/fussball/vereinsgeschichte/page.js,High,
public,club_history_pages,teaser_de,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js; src/app/(website)/fussball/vereinsgeschichte/page.js,High,
public,club_history_pages,content_de,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js; src/app/(website)/fussball/vereinsgeschichte/page.js,High,
public,club_history_pages,is_published,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js; src/app/(website)/fussball/vereinsgeschichte/page.js,High,
public,club_history_pages,published_at,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js; src/app/(website)/fussball/vereinsgeschichte/page.js,High,
public,club_history_pages,sort_order,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js; src/app/(website)/fussball/vereinsgeschichte/page.js,High,
public,club_history_pages,is_active,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js; src/app/(website)/fussball/vereinsgeschichte/page.js,High,
public,club_history_pages,created_at,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js; src/app/(website)/fussball/vereinsgeschichte/page.js,High,
public,club_history_pages,updated_at,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js; src/app/(website)/fussball/vereinsgeschichte/page.js,High,
public,club_history_pages,title_en,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js; src/app/(website)/fussball/vereinsgeschichte/page.js,High,
public,club_history_pages,teaser_en,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js; src/app/(website)/fussball/vereinsgeschichte/page.js,High,
public,club_history_pages,content_en,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/club-history/services/clubHistory.service.js; src/app/admin/club-history/page.js; src/app/(website)/fussball/vereinsgeschichte/page.js,High,
public,club_settings,id,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js,High,
public,club_settings,singleton,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js,High,
public,club_settings,club_name,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js,High,
public,club_settings,short_name,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js,High,
public,club_settings,street,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js,High,
public,club_settings,house_number,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js,High,
public,club_settings,postal_code,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js,High,
public,club_settings,city,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js,High,
public,club_settings,phone,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js,High,
public,club_settings,email,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js,High,
public,club_settings,website_url,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js,High,
public,club_settings,club_colors,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js,High,
public,club_settings,registry_info,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js,High,
public,club_settings,copyright_text,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js,High,
public,club_settings,google_maps_url,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js,High,
public,club_settings,social_links,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js,High,
public,club_settings,created_at,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js,High,
public,club_settings,updated_at,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/settings/settings.service.js; src/app/admin/settings/page.js; src/components/Footer.js,High,
public,coach_team_seasons,id,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/teams/services/teams.service.js; src/app/admin/teams/actions.js; src/lib/admin-auth/scopes/scopeRepository.js,High,
public,coach_team_seasons,coach_id,ACTIVE_READ_WRITE,yes,yes,yes,yes,no,src/components/admin/teams/services/teams.service.js; src/app/admin/teams/actions.js; src/lib/admin-auth/scopes/scopeRepository.js,High,
public,coach_team_seasons,team_season_id,ACTIVE_READ_WRITE,yes,yes,yes,yes,no,src/components/admin/teams/services/teams.service.js; src/app/admin/teams/actions.js; src/lib/admin-auth/scopes/scopeRepository.js,High,
public,coach_team_seasons,role_de,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/teams/services/teams.service.js; src/app/admin/teams/actions.js; src/lib/admin-auth/scopes/scopeRepository.js,High,
public,coach_team_seasons,role_en,ACTIVE_READ_WRITE,yes,yes,no,no,no,src/components/admin/teams/services/teams.service.js; src/app/admin/teams/actions.js; src/lib/admin-auth/scopes/scopeRepository.js,High,
public,coach_team_seasons,is_active,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/teams/services/teams.service.js; src/app/admin/teams/actions.js; src/lib/admin-auth/scopes/scopeRepository.js,High,
public,coach_team_seasons,sort_order,ACTIVE_READ_WRITE,yes,yes,yes,no,no,src/components/admin/teams/services/teams.service.js; src/app/admin/teams/actions.js; src/lib/admin-auth/scopes/scopeRepository.js,High,
